NI;CI;EDAD;SEXO;PALABRAS
86;6;13;1;compartido, amigable, flojo, comelón, risueño, divertido, extrovertido, feliz, enojón, desesperado insistente, no-rindo-fácil, poca-fe, distraído, torpe, inteligente, platicador, contestón.
87;1;12;1;barcelona, parís, edificio, carro, moto, persona, casa, súpermercado, departamento, casa, carretera, calle, camión, árbol, palmera, juegos, avión, helicóptero, escuela, secundaria, prepa, universidad, parada, iglesia, estadio, arena, tren, río, lago, pez.
87;2;12;1;doctor, bata, camilla, infección, abuso, reloj, pluma, tachón, media, espinillera, camisa, casco, zapato, chaleco, arma, bota, gorra, lente, placa, ropa, maletín, mochila, pluma, color, marcador, sello, firma.
87;4;12;1;maestro, policía.
87;3;12;1;televisión, luz, gas, internet, teléfono, comida, refrigerador, lavadora, estufa, mesa, silla, foco, lavadero, cuarto, cama, almohada, colchón, sábana, reloj, mueble, plato, vaso, cuchillo, cuchara, tenedor, exprimidor, jabón, champú, techo, pintada.
87;5;12;1;salir, cenar, futbol, celular, televisión, hijo, esposa, casar, casa, carro, trabajar, estudiar, cocinar, lavar, trapear, pintar, tarea, videojuegos, cine, concierto, estudio, viaje, pase, ciudad, comprar, envejecer, impermeabilizar, construir, pasear.
87;6;12;1;alto, pelo, negro, blanco, futbolero, chistoso, divertido, comelón, chino, oreja, nariz-chica, pie-grande, ambicioso.
88;1;12;2;parís, edificio, casa, calle, carro, centro, plaza, tienda, comida, árbol, paseo, familia, profesión, vida, cansancio, tijuana, tradición, convivencia, amor, educación.
88;2;12;2;doctor-general, cirujano, maestro, piloto, filósofo, bombero, policía, enfermera, arquitecto, ingeniero, reportero, abogado, contador, dentista, comunicación, bióloga-marina, ginecólogo, otorrinolaringólogo, óptico.
88;4;12;2;doctor-general, dentista, maestra, enfermera, arquitecto, ingeniero, contadora, abogada, comunicación, bióloga-marina, ginecólogo, cirujana, otorrinolaringólogo.
88;3;12;2;amplia, grande, bonita, sala, cuatro-recámaras, dos-pisos, cocina, comedor, desayunador, jardín, alberca, seguridad, sala-estar, seis-baños, bañera.
88;5;12;2;hijos, trabajar, ama-casa, matrimonio, ayudar, crear-fundación, educación-hijos, papás, familia.
88;6;12;2;amistoso, comprensivo, honesto, risueño, platicador, amoroso, compasivo, respetuoso, sincero, vengativo, escuchadora, buena-persona, cortez, noble, humilde.
89;1;12;1;casa, árbol, calle, animal, puerta, carretera, señalamiento, semáforo, poste, comida, carro, bicicleta, trabajo, empresa, policía, plaza, aeropuerto, río, alcantarilla, escuela, transporte.
89;2;12;1;licenciado, doctor, arquitecto, policía, bombero, albañil, conserje, jefe, director, soldado, contador.
89;4;12;1;futbolista, albañil, ingeniero, soldado, policía, licenciado, arquitecto, bombero, doctor, profesor.
89;3;12;1;roja, alberca, mueble, baño, cocina, traste, palapa, pared, timbre, sillón, mesa, silla, comedor, piso, decoración, carro, cochera, portón, luz, juego, televisión, patio, árbol, animal.
89;5;12;1;estudiar, jugar, salir, trabajar, acostado, tiempo-libre, videojuegos, convivir.
89;6;12;1;enojón, alto, estudioso, desordenado, hablador, juguetón, amoroso, escandaloso, tragón, rápido, trabajador.
90;1;12;2;edificio, parque, civilización, población, internet, recurso, escuela, estadio, árbol, extenso, territorio, comida, restaurante, fonda, iglesia, centro-comercial, espacio, casa, montaña, clima, carro, animal, policía, crimen, justicia, tienda, persona, ruido.
90;2;12;2;doctor, arquitecto, pintor, maestro, enfermero, policía, psicólogo, dentista, nutriólogo, entrenador, árbitro, futbolista, organizador, diseñador, mecánico, chef, pesero, cajero, electricista, músico, niñero, futuro, meta, trabajo, esfuerzo, estudio.
90;4;12;2;mesero, doctora, organizadora, niñero, psicóloga, pediatra, maestra, deportista, nutrióloga, enfermera, diseñadora, criminóloga, médico-forense, policía.
90;3;12;2;piso, jardín, flor, árbol, ventana, baños, closet, grande, garage, patio, puerta, sillón, pantalla, cortina, alfombra, luz, agua, mesa, silla, alacena, wifi, cocina, estufa, refrigerador, horno, microondas, cuarto, cama, peinador, bodega, espejo, ducha.
90;5;12;2;música, ejercicio, escuchar, dibujar, pintar, celular, guitarra, televisión, piano, violín, aprender, estudiar, idiomas, limpiar, ordenar, comprar, tela, danza, investigar, bailar, comer, escribir, salir, conocer, naturaleza.
90;6;12;2;callada, tímido, amable, generoso, respetuoso, estudioso, responsable, envidioso, orgulloso, tolerante, escucho, hablo, juguetón, escandaloso, divertido, chistoso, ocurrente, ingenioso, inteligente, carismático, hermoso, bello.
91;1;12;2;edificio, contaminación, carro, comercio, ruido, mucha-persona, convivencia, educación, puente, delincuencia.
91;2;12;2;medicina, ingeniero-sistemas, locutor, periodista, documentalista, licenciado, mecánico, arquitecto, policía, bombero, maestro, chef, ingeniero.
91;4;12;2;doctora, ingeniera-sistemas, documentalista, psiquiatra, bombera, forense. Arquitecta.
91;3;12;2;grande, patio-grande, alberca, cochera, verde-menta, limpia, sala-juego, comedor-grande, cocina-grande, candelabro, adorno, mucho-cuarto, cuarto-visita, alumbrada, lavandería.
91;5;12;2;viajar, visitar-familia, tomar-cursos, estudiar-inglés, visitar, trabajar-mucho.
91;6;12;2;agradable, convivo, risueño, comelón, amigo-todos, hago-reír, enojón, amable, comprensible, bonito.
92;1;12;2;carro, camioneta, banco, tienda, súpermercado, casa, edificio, parque, banca, avión, moto, bicicleta, departamento, tránsito, semáforo, oxo, plaza, cine, tienda-ropa, zapatería, restaurante, comida.
92;2;12;2;doctorado, maestría, arquitectura, ginecólogo, oculista, pediatría, ingeniería, cirujano, forense.
92;4;12;2;tienda, súpermercado, cine, guardería, dulcería, cocina, panadería, jardín-niños, mesera.
92;3;12;2;grande, dos-pisos, recámara, baño, blanca, perro, sala, sala-cine, jardín, mueble, ropa, televisión, bocina, producto-limpieza, clóset, gimnasia, terraza.
92;5;12;2;compras, caminar, película, celular, plaza, amigo, salir-comer, limpiar, dormir, escuchar-música, bailar, tarea, ir-fiesta, ligar.
92;6;12;2;sociable, risueño, platicador, carismático, único, guapo, alegre, positivo, ingenioso.
93;1;12;2;escuela, parque, lugar-turístico, fábrica, casa-grande, preparatoria, universidad, oficina, edificio, cultura, flora.
93;2;12;2;doctorado, licenciada, veterinaria, cantante, bailarín, policía.
93;4;12;2;veterinaria, doctora, licenciada, criminalista.
93;3;12;2;grande, cuatro-grande, azul, patio-grande, alberca, jardín, cochera, portón, baño, cocina, sala, amplia, blanca-dentro.
93;5;12;2;trabajar, televisión, redes-sociales, seguir-carrera, estudiar, familia, salir-pareja.
93;6;12;2;chaparro, bonito, gordito, pelo-corto, ojo-café, carácter-fuerte, amable, poco-amigable, estudioso, inteligente, enojón, alegre, respetuoso.
94;1;12;2;carro, tráfico, edificio, casa, transporte, persona, restaurante, parque, tienda, museo, turista, carretera, puente.
94;2;12;2;doctora, bombero, enfermera, abogado, maestra, psicóloga, pintora, criminalista, médico, diseñador.
94;4;12;2;doctora, abogada, diseñadora, maestra, psicóloga, pintora, criminalista.
94;3;12;2;grande, blanca, jardín, dos-piso, amplia, cochera, balcón.
94;5;12;2;bailar, salir, futbolista, dormir, ejercicio, descansar, limpiar.
94;6;12;2;bipolar, alegre, amigable, amable, malhumorada, dedicada, desesperada, comelón, comprensiva.
95;1;12;2;edificio, persona, carro, empresa, tienda, actualización, parque, escuela, carro, contaminación, agua, sol, comida, restaurante, centro.
95;2;12;2;
95;4;12;2;administración
95;3;12;2;grande, jardín, sala, comedor, mucho-cuarto, escalera, carro, protección, seguridad, ventanal, elegante, árbol, fuente, gimnasio, dos-pisos, cocina, alto, caballeriza, caballo, alberca, mini-palapa.
95;5;12;2;escuchar-música, gimnasio, ordenar, familia, prepararme, montar-caballo, entrenar, compra, comida, fiesta, divertirme, dar-paseo.
95;6;12;2;alto, orgulloso, risueño, travieso, distraído, olvidadiza, ordenado, precavido, inteligente, sonriente, penoso, bueno, ayudar, pelo-largo, feliz, trabajador, triste, flojo.
96;1;12;2;calle, bulevar, automóvil, casa, edificio, centro-comercial, museo, parque, escuela, empresa, tienda, fraccionamiento, terreno, árbol, semáforo, luz.
96;2;12;2;ingeniería, mecánico, maestra, arquitectura, diseñadora-gráfica, psicólogo, nutriología, medicina, enfermera, mecatrónica, administración, cocina.
96;4;12;2;gerente, subgerente.
96;3;12;2;grande, patio, terraza, cuadro, candelabro, piscina, portón, mesa, sillón, cuatro-grande, jardinera, varios-ísos, cocina, lavandería.
96;5;12;2;estudiar, viajar, descansar, bailar, cantar, salir, jugar, ver-película, convivir, dormir, relajarme.
96;6;12;2;relajado, chaparrito, cariñoso, bondadoso, feliz, humilde, tranquilo, empalagoso, hiperactivo, perseverante, luchador, agradecido, aperlado, ojos-miel.
97;1;12;2;grande, compra, comida, parque, casa, edificio, lavandería, heladería, museo, oxo, cancha, spa, calle, callejón, basurero, canal, puente, persona, restaurante.
97;2;12;2;bombero, policía, veterinario, astronauta, abogado, científico, criminología, doctor, enfermera, dentista, repartidor, secretario, ingeniero, soldado, director, coordinador, bibliotecaria, chofer, sirvienta, barrendero
97;4;12;2;veterinaria, curandera, directora, coordinadora, abogada, juez, soldado, pescadora, maestra, doctora, socia.
97;3;12;2;espaciosa, habitación, patio, lavadora, perro, niño, cama, baño, dos-pisos, jardín, cocina, balcón, internet, boiler, cable, sala, refrigerador, piso.
97;5;12;2;leer, jugar, salir, netflix, correr, bicicleta, dibujar, fotografía, dormir, televisión, comer, descansar, ayudar, limpiar, charlar, chocolate.
97;6;12;2;amable, social, amigable, chistoso, feliz, melancólica, llorón, asustadizo, positivo, empalagoso, amoroso, cariñoso, apoyo, reír.
98;1;12;2;edificio, carro, contaminación, ruido, ajetreo, sobrepoblación, pobreza, barrio, cholo, protesta, policía, perro-callejero, basura, mal-olor, casa-abandonada, enfermedad, grande, desempleo, arte-callejero.
98;2;12;2;electroencefalografista, mecánico, doctor, médico, enfermera, bombero, policía, soldado, mercader, piloto, chofer, ama-casa, científico, biólogo, físico, químico, profesor, director, intendente, escritor, pintor, escultor, ingeniero.
98;4;12;2;mesera-cafetería, cocinera, lavaplatos, bióloga, historiadora, paleontóloga, arquitecta, animadora, escritora-cómic, directora-cine.
98;3;12;2;amarilla, patio-grande, tres-cuartos, balcón, bonita, cómoda, agradable, cálida, fresca, tranquila, fácil-pintar, espacio-verde, tradicional, familia, sana.
98;5;12;2;dibujar, tocar-guitarra, pasear-perro, componer-música, viajar, estudiar, animar, crear, tejer, bordar.
98;6;12;2;callada, rara, tranquila, cansada, alta, respetuosa, doble-moral, fastidiosa, dormilona, tragona, centrada, depresiva, extraña.
99;1;12;2;carro, persona, pavimento, edificio, súpermercado, comercial, rascacielo, puente, semáforo, camión, policía.
99;2;12;2;futbolista, agrónomo, contador, ingeniero, criminólogo, maestro, doctor, policía, agente-DEA, boxeador, mecánico, soldado, arquitecto.
99;4;12;2;futbolista, contador, criminólogo, policía, soldado, boxeador, agente-DEA, mecánico, barber-shop, maestro, doctor, ingeniero.
99;3;12;2;Colombia, pantalla, sillón, carro, Bogotá, plática, familia, amigo, abuelo, papás, mascota, zapato, ropa.
99;5;12;2;trabajar, apoyar-hijo, alimentar-mascota, apoyar-esposa, viedeojuego, fiesta, normal, viajar, centro amigo.
99;6;12;2;amigable, social, trabajador, buen-amigo, guapo, amado, consentido, serio, alto, negro, limpieza, amoroso.
100;1;12;2;edificio, casa, persona, árbol, perro, gato, rata, cucaracha, insecto, parque, montaña, calle, auto, tienda, centro-comercial, comida, escuela, universidad, contaminación.
100;2;12;2;abogado, doctor, veterinario, chef, arquitecto, maestra, dentista, policía, científico, locutor, inversionista, criminología.
100;4;12;2;chef, maestra, veterinaria, criminología, cuidadora-ambiente, repostera.
100;3;12;2;tres-pisos, árbol, palma, plantas, alberca, cinco-baños, cinco-habitaciones, grande, cocina, sala, comedor, área-verde, moderna, terraza, obra-arte, ventana-grande, cochera, parque, animal, carros, panel-solar, gimnasio.
100;5;12;2;cocinar, ejercicio, nadar, ver-película, cuidar-perro, reforestar, ayudar-persona.
100;6;12;2;inteligente, comprensivo, alegre, no-ignorante, amistoso, maduro-en-circunstancia.
101;1;12;2;carro, calle, edificio, escuela, restaurante, parque, museo, perro, cartel, persona, banco, gato, insecto, planta, árbol, vededor, tienda, basura.
101;2;12;2;maestro, doctor, veterinario, psicólogo, mecánico, abogado, dentista, cantante, pintor, chef, bombero, policía, soldado, escritor.
101;4;12;2;piscóloga.
101;3;12;2;grande, bonita, azul, moderna, segura, limpia.
101;5;12;2;leer, basquetbol, futbol, cantar, bailar, voleibol, ciclismo, limpieza, cine, jardinería, dibujar, concinar.
101;6;12;2;calmada, seria, risueña, inteligente, amable, buena, enojona, tímida.
102;1;12;2;edificio, auto, persona, tienda, comida, ropa, escuela, secundaria, empleo, fábrica, teléfono, maestro, autobús, casa, mochila, súpermercado, árbol, contaminación.
102;2;12;2;maestro, abogado, doctor, licenciado, cirujano, arquitecto, ingeniero, veterinario, químico, enfermera, contador, secretaria, diseñador.
102;4;12;2;secretaria, maestra, abogada, licenciada.
102;3;12;2;grande, tres-cuartos, rosa-palo, linda, mueble, dos-pisos, alfombra, ventana, puerta, jacuzi, baño-amplio, jardín, lavandería, terraza, cuarto-grande, árbol, flor, porche.
102;5;12;2;ver-video, escuchar-música, ver-serie, pintar, beisbol, dibujar, aprender-inglés, cocinar, leer.
102;6;12;2;chaparro, ojo-café, moreno, pelo-negro, gordito, mano-pequeña, divertido, pelo-corto, poco-estudioso, ceja-delgada, uña-larga.
103;1;12;2;árbol, parque, campo, persona, lenguaje, escuela, comida, plaza, ropa, religión, iglesia, niño, juguete, tienda, vestimenta, animal.
103;2;12;2;gastronomía, criminología, ingeniería, contaduría, medicina, diseño, psicología, foránea, policía, dentista, odontología, ingeniero-industrial, maestría.
103;4;12;2;gastronomía, criminología, medicina, mesera.
103;3;12;2;grande, bonita, amplia, azotea, cochera, cocina-grande, cuatro-cuartos, planta, árbol, alberca, baño-grande, mascota, puerta, dos-baños, escalera.
103;5;12;2;cocinar, limpiar, salir, viajar, comer.
103;6;12;2;simpático, alegre, amistoso, risueño, lindo, respetuoso, ordenado, loco.
104;1;12;2;edificio, casa, persona, pobreza, contaminación, auto, autobús, escuela, hospital, parque, policía, tráfico, tienda, hotel, cine, sobrepoblación, accidente, empleo, economía, fábrica, empresa, delincuencia, plaza.
104;2;12;2;doctor, enfermera, maestro, policía, licenciado, abogado, chofer, guardia, pediatra, cardiólogo, locutor, conductor, actor, cantante, mecánico, ingeniero, estilista, chef, futbolista, contador, piloto, mandatario, secretaria, escritor.
104;4;12;2;abogada.
104;3;12;2;grande, alberca, confortable, patio, mascota, sirvienta, blanca, cómoda, limpia, sutil.
104;5;12;2;viajar, estudiar, trabajar, bailar, comer, dormir, cuidar-mascota, televisión, celular, platicar, salir, comprar, cine, ropa, divertir.
104;6;12;2;amable, bipolar, molesto, alocado, extrovertido, sutil, burlón, materialista, cariñoso, travieso, curioso, enojón, aburrido, positivo, amargado.
105;1;12;2;edificio, carro, contaminación, tienda, súper, escuela, casa, oficina, empresa, fábrica, calle, carretera, semáforo, puente, comida, ropa, uniforme, iglesia, helicóptero, barco, basura, árbol, rosa, planta, césped, barda.
105;2;12;2;panadera, maestra, doctora, policía, estilista, comerciante.
105;4;12;2;arquitectura, doctora, policía, estilista, maestra, asistente, diseñadora, fotógrafa, autora, modelo, artista, cantante, mecánica, ingeniera.
105;3;12;2;grande, agua, ventana, baño, jacuzi, luz, sala, sala-baile, comedor, cocina, lavaplatos, sofá-plegable, puerta, cochera, garage, dos-piso, lavadora, secadora, cama, peinador, ropero, escalera, cortina, mesa, silla, foco, estufa, refrigerador, barra, garrafón-agua.
105;5;12;2;dormir, comer, televisión, jugar, trabajar, cocinar, peinar, enseñar, cuidar, construir, curar, proteger, ayudar, limpiar, recoger, tomar-foto, escribir, arreglar, bailar, cantar, reparar, desechar, cortar, crear.
105;6;12;2;pelirrojo, bonito, risueño, feliz, enojón, responsable, inteligente, cumplido, puntual, divertido, pecoso, lentes, cristiana, bueno, perfeccionista, envidioso, bueno-onda, friolento, exagerado, amable, desconfiado, ayudador.
106;1;13;2;chile, hawai, argentina, san-luis-potosí.
106;2;13;2;doctor, maestro, arquitecto, veterinaria, ingeniero, gastronomía, abogado, contador, ganadero, deportista, actriz.
106;4;13;2;veterinaria, enfermera, dentista.
106;3;13;2;alberca, dos-pisos, mucho-perro, patio-enorme, cuatro-cuarto, jacuzi, terraza, cocina, sala, ventana, puerta, pared, carros.
106;5;13;2;pasear-perro, viajar, salir-familia, fiesta, beisbol, divertir.
106;6;13;2;enojón, poco-amigable, chistoso, peleonero, desastroso, risueño, loco, nunca-deprimo, alegre.
107;1;12;2;cancha, mercado, árbol, escuela, casa, animal, carro, persona, oficina, taller.
107;2;12;2;licenciada, doctora, maestra, veterinaria, dentista, licenciada, arquitecta, criminóloga.
107;4;12;2;policía, veterinaria, doctora, maestra, licenciatura.
107;3;12;2;manga, grande, cocina, televisión, sillón, perro, bonita, buena, ordenada, muchos-cuartos, comida, vidrios-bonitos.
107;5;12;2;carro, casa, maceta, familia, profesional, salud, amistad, decoración.
107;6;12;2;amigable, amable, honesto, feliz, buna-persona, escucho, hermoso, precioso, ordenado, limpio-cuerpo.
108;1;12;2;casa, edificio, autobús, súpermercado, museo, parque, persona, hospital, escuela, automóvil, contaminación, política.
108;2;12;2;doctor, pediatra, maestro, nutriólogo, ingeniero, actor, veterinario, dentista, ginecólogo, científico, dermatólogo, policía.
108;4;12;2;ingeniero-industrial, veterinario, pediatra, niñera, dentista, estilista, venta-cosa, ginecólogo, maestra.
108;3;12;2;grande, comodidad, gris, habitación, ventana, puerta, mi-propiedad, zona-verde, naturaleza.
108;5;12;2;taekwondo, salir-amigo, ver-serie, jugar-hermano, cocinar, hacer-pastel, cuidar-padres, viajar, leer, escuchar-música, bailar, conocer-cosa.
108;6;12;2;tonto, callado, divertido, incoherente, espléndido, buena-onda.
109;1;13;2;calle, auto, edificio, escuela, casa, parque, carretera, avenida, puente, iglesia.
109;2;13;2;maestra, licenciado, abogada, criminóloga, doctora, arquitecta, cocinera, ingeniera, policía, científico, bombero, psicólogo, enfermero, cocinero.
109;4;13;2;licenciada, ingeniera, psicóloga, maestra, criminóloga, cocinera, administradora-empresa.
109;3;13;2;cama, cocina, mueble, propia, grande, limpia, planta, gato, luz, foto, blanco, gris, negro, auto, escalera, balcón, ventana, libro, internet.
109;5;13;2;leer, ejercicio, aprender-idioma, descansar, comer, dormir, película, jugar, amigo, salir, escuchar-música.
109;6;13;2;ojo-grande, cabello-rebelde, lunar-blanco, distraído, dormilón, responsable, bonito, lindo.
110;1;12;1;saltillo, edificio, trabajo, empleado, gente, casa, escuela, estudiante, profesor, profesión, seguridad, policía, justicia, tienda, comida, oaxaca.
110;2;12;1;arquitectura, licenciatura, abogado, psicólogo, ingeniero, intendente, policía, presidente, biólogo, aeronáutica, deportista, youtuber, entrenador, mecánico, secretaria, profesora.
110;4;12;1;cerillo, deportista, intendente, biólogo, ingeniero, psicólogo, mecánico, chef.
110;3;12;1;grande, piso, patio, perro, sillón, blanca, ventana, escalera, sótano, terraza, cocina, comedor, cuarto, cama, almohada, baño.
110;5;12;1;dormir, ejercicio, jugar, boxear, comer, platicar, correr, estudiar, reparar, descomponer, televisión, bañar.
110;6;12;1;tranquilo, serio, amable, amigable, tímido, llevado, dormilón, perezoso, risueño.
111;1;12;1;carro, edificio, escuela, avión, walmart, trabajo, moto, fiesta, camión, pasajero, mucha-gente, oficina, restaurante, hotel, motel, carretera, autopista, casa, mansión, centro-comercial.
111;2;12;1;doctor, limpieza, maestro, contador, ingeniero, músico, vendedor, arquitecto, cocinar, enseñar, manejar, correr.
111;4;12;1;música, cantar, tocar, guitarra, micrófono, carro, herramienta, taller, escenario, concierto, grupo-musical, ensayo, arreglar-auto.
111;3;12;1;grande, amueblada, alberca, portón, guardia, perros, mascota, jardín, patio, terraza, árbol, espacio-fiesta, palapa, cochera, estudio, vario-cuarto, biblioteca, estudio-grabación, mucho-instrumento, cama, televisión, consola.
111;5;12;1;jugar, pasear, correr, caminar, parque, música, amigo, fiesta, conocer-persona, viajar, jugar-hijo, compras.
111;6;12;1;simpático, amable, social, no-hablo-espalda, poco-amigo, confiable, agradable, risueño, hiperactivo, amigable, sentimental, enojón, serio.
112;1;12;1;edificio, carro, parque, tienda, casa, empresa, fábrica, escuela.
112;2;12;1;ingeniero, psicólogo, dentista, doctor, empresario, taxista.
112;4;12;1;chrysler, encargado-tienda, cobrador, jefe-supervisión, maestro, ingeniero, gerente, subgerente, trabajador.
112;3;12;1;dos-pisos, una-recámara, baño, cama, clóset, cuarto-grande, sillón, televisión, estéreo, bicicleta, patineta, bañera.
112;5;12;1;ejercicio, correr, jugar-videojuegos, parque, fiesta, jugar-americano, visita-abuelos, visita-familia, visita-papás, visita-hermano, tío, primo, prima, compañero, amigo, maestro, cuerpo-saludable, amable, inteligente.
112;6;12;1;feliz, enojado, rudo, tranquilo, alto, fuerte, ágil, triste.
113;1;12;1;calle, semáforo, luz, carro, autobús, camión, casa, puente, avenida, residencia, colonia, centro, ciclovía, tráfico, tienda, súpermercado.
113;2;12;1;maestro, doctor, licenciado, derechos, astronauta, criminología, doctorado, licenciatura, militar, gastronomía, ganadería, atletismo, dentista.
113;4;12;1;maestro, tienda-artículos.
113;3;12;1;dos-pisos, cinco-cuartos, siete-baños, tecnológica, garage, alberca, jacuzi, gimnasio, patio-grande.
113;5;12;1;trabajo, familia, videojuegos, deportes, gimnasio, salir, pasear-mundo, conocer-méxico, conocer-europa.
113;6;12;1;cariñoso, buen-amigo, tímido, gracioso, romántico.
114;1;12;1;casa, edificio, auto, tienda, parque, persona, camión, banqueta, puente, calle, colonia, bulevar, semáforo, hospital, gasolinera, señal-alto, árbol.
114;2;12;1;ingeniero, arquitecto, bombero, policía, doctor, enfermero, maestra, ingeniero-eléctrico, dentista, mecánico, electricista, futbolista.
114;4;12;1;ingeniero, dibujar, arquitecto, maestro.
114;3;12;1;verde, sillón, cama, refrigerador, estufa, microondas, wifi, xbox, carro, mascota, luz, agua, gas, teléfono, comida, televisión, ropa, piscina, dos-pisos.
114;5;12;1;vacación, parís, playa, feria, argentina, españa.
114;6;12;1;feliz, guapo, trabajador, alto, chico, corte-cabello, nacimiento, talla, calzado.
115;1;12;1;escuela, prepa, profesión, libro, tienda, auto, casa, chef, fotógrafo, arquitecto, policía.
115;2;12;1;estudiar, radiología, lectura-bien, pagar-bien, manejar, ser-chef, fotógrafo, arquitectura, policía.
115;4;12;1;trabajando, abierta, radiólogo, lectura, trabajar, copiloto, tomar-foto, diseñar-casa, cuidar-gente.
115;3;12;1;echarle-ganas, preparado, trabajando, pronunciaciones, súpermercado, carrera, edificio, mi-restauran, estudio-propio, diseñar-yo.
115;5;12;1;trabajando, abierta, radiólogo, lectura, trabajar, copiloto, tomar-foto, diseñar-casa, cuidar-gente.
115;6;12;1;trabajando, siendo-radiólogo, biblioteca, copiloto, trabajar, echarle-ganas, casa-propia, buen-cocinero, tomar-bueno-foto, tienda-propia, policía, tienda.
116;1;12;1;basura, casa, parque, árbol, silla, estatua, puesto, escuela, secundaria, kínder, guardería, universidad, bachiller, preparatoria, universidad, curso, tienda, tianguis, gente, perro, pobreza, riqueza, vegetación, ave, gato, clima, puente, carro, humo, lluvia, oficio.
116;2;12;1;doctor, enfermero, médico, cirujano, embalsamador, albañil, leñador, maestro, empresario, abogado, striper, director, diseñador, químico, matemático, físico, psicólogo, psiquiatra, músico, actor, danzante.
116;4;12;1;pintor, arquitecto, ingeniero, escultor, cirujano, cirujano-plástico, diseñador-gráfico, diseñador-2d, diseñador-3d, químico, doctor, médico, enfermero, cholo.
116;3;12;1;privada, perro, cama, linterna, cocina, comedor, sala, cuarto, patio, terraza, estacionamiento, sótano, tejado, chimenea, armamento, herramienta, dos-pisos, escalera, televisión, netflix, computadora, wifi, teléfono, agua, gas, gato.
116;5;12;1;alcoholizarme, fumar, alimentar-perro, dormir, tener-crisis-existenciales, mentársela-quien-odie, hablar-espaldas, criticar-gente, pensar-en-miserable-vida, odiar-mundo-y-lo-que-habita, adoptar-un-animal-cada-mes, rescatar-seres-desamparados, gritar-internamente, odiar.
116;6;12;1;hipócrita, alto, felxible, oportunista, aprovechado, honesto, grosero, tosco, inestable, mal-hablador, bueno-inglés, espero-algo-demás, amoroso, generoso, irrespetuoso-si-me-caes-mal, brulón, rebelde, atento, mal-intencionado.
117;1;14;1;museo, museo-desierto, museo-aves, iglesia, catedral, baile, danza, lugar-pasear-turistear.
117;2;14;1;arquitecto, ingeniero, ingeniero-mecatrónico, maestro, diseño, modista, actriz, licenciado-recurso-humano, fundición, teacher, dibujo, pintor, dentista, contador, mecánico, médico, cirujano, nutriología.
117;4;14;1;arquitecto, ingeniero-industrial, Monterrey, empresa-cosas-hogar, paguen-bien, buenas-prestaciones, vacaciones, rifas, regalos.
117;3;14;1;dos-piso, caballeriza, alberca, cancha-futbol, cochera, portón-eléctrico, azul, espacio-perros, cuarto, baño, mucho-pasto.
117;5;14;1;viajar-cada-mes, muchos-campos-golf, nadar.
117;6;14;1;yo-soy-diferente-que-mis-compañeros, yo-no-digo-tantas-maldiciones, soy-muy-serio, casi-no-participo-en-las-clases-y-no-soy-respondón-con-las-maestras.
118;1;13;2;auto, edificio,persona, escuela, hospital.
118;2;13;2;doctor, estilista, abogado, maestro, bancario, contador, piscólogo, niñero, supervisor, albañil, policía, bombero, soldado, herrero, maquinista, contsructor, plomero, administrador, cirujano, diseñador, vendedor, directo, conductor-de-radio, reportero, camarógrafo, actor, actriz, científico.
118;4;13;2;diseñadora, cirujano, mejores-cirujanas-hospital-grande, buenos-compañeros, salvar-mejorar-vidas, buen-salario-vida-estable, buen-horario.
118;3;13;2;grande, amplia, jardín, árbol, fuente, amplio-adecuado- reunirnos-familia, oscuro, cochera, varias-habitaciones, varias-pinturas, dentro-colores-claros, mesa-grande, piso-luminoso.
118;5;13;2;mucho-tiempo-hospital, escuchar-música, cantar, componer-música, viajar, conocer-mundo, saber-culturas, tiempo-amigos, reunirme-familia.
118;6;13;2;diferente, ansiosa, curiosa, extraña, pequeña, deportiva, loca, paciente, mucha-imaginación, tanto-valiente, pierdo-facilmente, tranquilo.
119;1;13;2;automóvil, camión, torre, edificio, puente, calle, carretera, contaminación, autobus, moto, tecnología, computadora, celular.
119;2;13;2;operación, modelaje, medicina, arquitectura, maestría.
119;4;13;2;doctora, arquitecta, enfermera, directora, inspectora, bombera, licenciada, abogada, secretaria, prefecta, subprefecta.
119;5;13;2;videojuego, hacer-pasteles, jugar-hijo, caminar, limpiar, recoger, ocuparme, televisión, jugar-computadora, hablar-pareja.
119;6;13;2;chaparrita, blanca, peca, mano-pequeña, loca, imaginación, pie-pequeño, traviesa, voz-aguda, pierna-corta, delgada, tímida, chiflada, rara, inteligente, astuta, sentido-humor, ojo-grande.
120;1;13;1;puente, carro, casa, gente, sobrepoblación, contaminación, edificio, monumento, centro-recreativo, parque, tienda, fraccionamiento, área-verde.
120;2;13;1;doctorado, mestría, mecatrónica, industrial, maestro, abogado, electrónica, médicina, ingeniero, leyes.
120;4;13;1;ingeniera, electrónica, mecatrónica, industrial, piloto.
120;3;13;1;grande, privada, alberca, vegetación, cochera, patio, seis-coches.
120;5;13;1;futbol, basebol, americano, fiesta, leer, correr, videojuego.
120;6;13;1;divertido, amable, amigable, alto, compartido, responsable.
121;1;13;2;casa, parque, edificio, puente, cine, centro-comercial, carretera, calle, escuela.
121;2;13;2;doctora, licenciada, criminología, enfermera, arquitecta, maestra, trabajadora-social, recurso-humano, abogada, secretaria, administración, paramédico, ingeniero, contadora, policía.
121;4;13;2;secretaria, mi-oficina, licenciada-administración-empresas, ingeniera, propia-empresa.
